date,close
11-10-2023,195.75
13-10-2023,184.899994
16-10-2023,186.5
17-10-2023,186.149994
18-10-2023,186.800003
19-10-2023,186.25
20-10-2023,186.149994
23-10-2023,184.800003
25-10-2023,183.899994
26-10-2023,181
27-10-2023,184.75
30-10-2023,188.800003
31-10-2023,186.100006
01-11-2023,146.75
04-11-2023,159.050003
05-11-2023,167.100006
07-11-2023,162.75
08-11-2023,177.149994
09-11-2023,183.5
10-11-2023,183.149994
12-11-2023,198.050003
13-11-2023,195.449997
15-11-2023,199.449997
16-11-2023,201.850006
17-11-2023,196.25
20-11-2023,197.850006
21-11-2023,191.25
22-11-2023,190.899994
23-11-2023,190.600006
24-11-2023,188.75
28-11-2023,193.850006
29-11-2023,192.050003
30-11-2023,194.800003
01-12-2023,146.050003
04-12-2023,157.699997
05-12-2023,165.5
06-12-2023,155
07-12-2023,162.75
09-12-2023,180.899994
10-12-2023,184.399994
12-12-2023,195.5
13-12-2023,193.149994
14-12-2023,195.949997
15-12-2023,201.050003
18-12-2023,198.899994
19-12-2023,200.399994
20-12-2023,203.149994
21-12-2023,202.649994
22-12-2023,203.899994
26-12-2023,207.25
27-12-2023,205.350006
28-12-2023,208.300003
29-12-2023,205.050003
01-01-2024,205.25
02-01-2024,247.649994
03-01-2024,270.649994
15-01-2024,233.550003
16-01-2024,235.100006
17-01-2024,232.300003
18-01-2024,232.300003
19-01-2024,242
23-01-2024,229.899994
24-01-2024,234.350006
25-01-2024,234
29-01-2024,252.850006
30-01-2024,249.199997
31-01-2024,252.449997
01-02-2024,207
02-02-2024,257.25
13-02-2024,259.75
14-02-2024,268.899994
15-02-2024,277.100006
16-02-2024,274.5
19-02-2024,274.700012
20-02-2024,276.649994
21-02-2024,272.899994
22-02-2024,274.850006
23-02-2024,272
26-02-2024,269.700012
27-02-2024,269.350006
28-02-2024,265.350006
29-02-2024,264.899994
01-03-2024,208.199997
13-03-2024,254.899994
14-03-2024,263.25
15-03-2024,259
18-03-2024,261.350006
19-03-2024,259.25
20-03-2024,263.850006
21-03-2024,263
22-03-2024,263.200012
26-03-2024,265.399994
01-04-2024,214.600006
03-04-2024,279.200012
01-05-2024,216.399994
02-05-2024,263.100006
03-05-2024,283.649994
02-06-2024,272.25
03-06-2024,280.25
02-07-2024,271.950012
03-07-2024,278.049988
01-08-2024,217.800003
02-08-2024,273.299988
01-09-2024,216.649994
02-09-2024,266.950012
01-10-2024,212.100006
01-11-2024,211.75
03-11-2024,273.700012
01-12-2024,223.350006
02-12-2024,257.799988
03-12-2024,270.350006
